Job Title,URL,Description,Posted Date,Source,Feed
WebMD hiring Sr. Ontologist in United States,https://www.linkedin.com/jobs/view/sr-ontologist-at-webmd-4363610522,"Posted 7:45:20 PM. WebMD Ignite, a division of WebMD and Internet Brands, is the growth partner for healthcare…See this and similar jobs on LinkedIn.",2026-02-12 00:00:00,LinkedIn,448 Ontology jobs in United States
"MAQ Software hiring Content Marketing Editor/Writer in Redmond, WA",https://www.linkedin.com/jobs/view/content-marketing-editor-writer-at-maq-software-4371624005,"Content Marketing Editor/Writer Redmond, Washington About MAQ Software MAQ Software enables leading companies to accelerate their business intelligence and analytics initiatives. Our AI-powered solutions enable clients to improve their productivity, reduce costs, increase sales, and build stronger customer relationships. Our clients consistently recognize us for providing architecture and governance frameworks using the Well-Architected Framework, implementing best practices to optimize reports, and building team capability through training programs. Clients choose to work with us because they are confident in our software delivery. Our confidence results from a commitment to consistent outcomes, reduced time to market, and a transparent workflow. Clients benefit from daily software updates, agile practices, domain expertise, AI adoption, and rapid feedback implementation. As a premier supplier to Microsoft for over two decades, MAQ Software clients gain extensive insights and engineering practices across the Microsoft platform and can improve their implementations with our breadth and depth of expertise. As one of the top 25 global partners, Microsoft has awarded MAQ Software eight specializations for meeting their highest standards of service delivery to Fortune 500 companies. With over 1,800 engineers, MAQ Software has globally integrated teams in Redmond, Washington; Plano, Texas; and Noida, Mumbai, and Hyderabad, India, delivering solutions with increased velocity and tech intensity. Our daily delivery and feedback model offers the flexibility to adapt solutions to changing business needs. MAQ Software's dedication to customer success has led to sustained growth. Inc. magazine has recognized MAQ Software for sustained organic growth by listing us on the Inc. 5000 list twelve times -a rare honor. Job Responsibilities Content Creation & Editing - 35% Write and edit high‑quality content including case studies, website copy, blogs, and customer success stories focused on Microsoft technologies. Proofread and refine all marketing materials to ensure consistency with MAQ Software's brand voice, accuracy, and SEO best practices. Microsoft Ecosystem Research & Validation - 15% Conduct research, fact‑check content, and ensureaccurateuse of Microsoft product terminology. Collaborate with Microsoft SMEs and internal engineering teams to develop technicallyaccurateand compelling narratives. Website Content Management - 15% Update website pages and landing pages with current product information and customer stories. Monitor content performance and recommend improvements using analytics. Social Media & Campaign Support - 10% Create short‑form content for social platforms highlighting case studies, solution offerings, and Microsoft-aligned messaging. Maintain and update a social media posting schedule. Event & Convention Support - 15% Assistwith marketing coordination for conventions, conferences, and Microsoft partner events. Support pre‑event content creation (booth materials, signage, collateral), boothlogistics, schedule coordination, and post‑event content follow‑up. Capture insights or stories from events for case studies, blogs, and social posts. Content Strategy & Ideation - 10% Generate new content ideas based on industry trends, Microsoft product announcements, and customer needs. Participate inbrainstorming forcampaigns, events, and digital storytelling initiatives. Required Qualifications: Bachelor's degree in business administration with a focus in Marketing or abachelor's degree in Journalism, English, Communications, or a related field. Minimum 2-5 years of experience in content creation and/or editing. Strong command of the English language with exceptional grammar, spelling, and punctuation skills. Proven ability to write in a clear, concise, and engaging style for various audiences. In-depth understanding of SEO principles and best practices. Working knowledge of Microsoft Azure, Microsoft Word, graphics editors, and other core Microsoft technologies (a plus). Experience developing and managing social media content calendars. Strong communicationand collaboration skills. Preferred Experience writing forenterprise technology, cloud solutions, or Microsoft‑focused audiences. Understanding ofAI‑assisted writing and editing tools(e.g., Copilot, Grammarly, Microsoft Designer, Figma Make). Basic understanding of analytics tools (LinkedIn Page Analytics, Google Analytics, Search Console, or similar). Benefits Competitive compensation - range is $45,000 to $65,000 per year. 401(k) plan (employer match of 50% up to 6% of your salary) and immediate vesting. Paid Time Off (PTO) - up to 3 weeks per year. A comprehensive medical, dental and vision benefits package. Work with a talented and experienced team in our Redmond office. Make a real impact on the company's marketing efforts, specifically promoting our softwareimplementations in large enterprises If you're a wordsmith with a passion for software and a strong understanding of Microsoft technologies, we encourage you to apply!",2026-02-11 21:35:56,LinkedIn,87 Technical Writer jobs in Seattle
"Amazon hiring Technical Writer, Amazon Leo Security Productivity Infrastructure and Services in Bellevue, WA",https://www.linkedin.com/jobs/view/technical-writer-amazon-leo-security-productivity-infrastructure-and-services-at-amazon-4371486956,"Description Amazon Leo is Amazon's low Earth orbit satellite broadband network. Its mission is to deliver fast, reliable internet to customers and communities around the world, and we've designed the system with the capacity, flexibility, and performance to serve a wide range of customers, from individual households to schools, hospitals, businesses, government agencies, and other organizations operating in locations without reliable connectivity. Export Control : This position requires that the candidate selected be a U.S. Citizen in order to comply with U.S. government-imposed requirements related to the nature of the work and/or where it will be performed. We have a team culture that encourages ownership, diversity, inclusion, and innovation. You will have an opportunity to work across the entire Leo organization implementing and managing various controls along side Leo Security. Leo security owns policy and definition of controls, and this role owns the coordination, development, implementation, and change management of controls as well as managing defects and improvements. Key job responsibilities Collaborate with service and operational team to optimize and maintain user guides, process guides, and application configuration documentation while maintaining a high bar for quality. Triage user feedback and take action to prioritize feedback. Create and maintain integrated help content and training on the Amazon training service consoles. Work with internal and external stakeholders to conceptualize and develop content that aids in user adoption of supported services. This can include user documentation, graphics, training material, or interactive storyboards. Create, maintain, and edit content for a global and technically diverse audience. Manage all aspects of the documentation process: planning, testing, maintaining, and delivery. Use metrics to identify underperforming content and develop plans for improvement. Basic Qualifications Bachelor's degree in Computer Science or a closely related field Experience as a technical editor or writer of technical documentation working with style guides Preferred Qualifications Experience in project management Amazon is an equal opportunity employer and does not discriminate on the basis of protected veteran status, disability, or other legally protected status. Our inclusive culture empowers Amazonians to deliver the best results for our customers. If you have a disability and need a workplace accommodation or adjustment during the application and hiring process, including support for the interview or onboarding process, please visit https://amazon.jobs/content/en/how-we-hire/accommodations for more information. If the country/region you're applying in isn't listed, please contact your Recruiting Partner. The base salary range for this position is listed below. Your Amazon package will include sign-on payments and restricted stock units (RSUs). Final compensation will be determined based on factors including experience, qualifications, and location. Amazon also offers comprehensive benefits including health insurance (medical, dental, vision, prescription, Basic Life & AD&D insurance and option for Supplemental life plans, EAP, Mental Health Support, Medical Advice Line, Flexible Spending Accounts, Adoption and Surrogacy Reimbursement coverage), 401(k) matching, paid time off, and parental leave. Learn more about our benefits at https://amazon.jobs/en/benefits. USA, WA, Bellevue - 82,700.00 - 129,400.00 USD annually Company - Amazon Kuiper Manufacturing Enterprises LLC Job ID: A3177107",2026-02-11 20:31:51,LinkedIn,87 Technical Writer jobs in Seattle
"Amazon hiring Technical Writer, Amazon Leo Security Productivity Infrastructure and Services in New York, United States",https://www.linkedin.com/jobs/view/technical-writer-amazon-leo-security-productivity-infrastructure-and-services-at-amazon-4371484964,"Description Amazon Leo is Amazon's low Earth orbit satellite broadband network. Its mission is to deliver fast, reliable internet to customers and communities around the world, and we've designed the system with the capacity, flexibility, and performance to serve a wide range of customers, from individual households to schools, hospitals, businesses, government agencies, and other organizations operating in locations without reliable connectivity. Export Control : This position requires that the candidate selected be a U.S. Citizen in order to comply with U.S. government-imposed requirements related to the nature of the work and/or where it will be performed. We have a team culture that encourages ownership, diversity, inclusion, and innovation. You will have an opportunity to work across the entire Leo organization implementing and managing various controls along side Leo Security. Leo security owns policy and definition of controls, and this role owns the coordination, development, implementation, and change management of controls as well as managing defects and improvements. Key job responsibilities Collaborate with service and operational team to optimize and maintain user guides, process guides, and application configuration documentation while maintaining a high bar for quality. Triage user feedback and take action to prioritize feedback. Create and maintain integrated help content and training on the Amazon training service consoles. Work with internal and external stakeholders to conceptualize and develop content that aids in user adoption of supported services. This can include user documentation, graphics, training material, or interactive storyboards. Create, maintain, and edit content for a global and technically diverse audience. Manage all aspects of the documentation process: planning, testing, maintaining, and delivery. Use metrics to identify underperforming content and develop plans for improvement. Basic Qualifications Bachelor's degree in Computer Science or a closely related field Experience as a technical editor or writer of technical documentation working with style guides Preferred Qualifications Experience in project management Amazon is an equal opportunity employer and does not discriminate on the basis of protected veteran status, disability, or other legally protected status. Our inclusive culture empowers Amazonians to deliver the best results for our customers. If you have a disability and need a workplace accommodation or adjustment during the application and hiring process, including support for the interview or onboarding process, please visit https://amazon.jobs/content/en/how-we-hire/accommodations for more information. If the country/region you're applying in isn't listed, please contact your Recruiting Partner. The base salary range for this position is listed below. Your Amazon package will include sign-on payments and restricted stock units (RSUs). Final compensation will be determined based on factors including experience, qualifications, and location. Amazon also offers comprehensive benefits including health insurance (medical, dental, vision, prescription, Basic Life & AD&D insurance and option for Supplemental life plans, EAP, Mental Health Support, Medical Advice Line, Flexible Spending Accounts, Adoption and Surrogacy Reimbursement coverage), 401(k) matching, paid time off, and parental leave. Learn more about our benefits at https://amazon.jobs/en/benefits. USA, WA, Bellevue - 82,700.00 - 129,400.00 USD annually Company - Amazon Kuiper Manufacturing Enterprises LLC Job ID: A3177107",2026-02-11 20:31:51,LinkedIn,"4,000+ Technical Writer jobs in United States"
"Adaptiva hiring Technical Writer in Kirkland, WA",https://www.linkedin.com/jobs/view/technical-writer-at-adaptiva-4371456213,"Technical Writer About Adaptiva Adaptiva, the Autonomous Endpoint Management Company, delivers the fastest way to patch and manage endpoints at scale. The company offers OneSite, the first fully adaptive autonomous endpoint management (AEM) platform. IT and cybersecurity leaders use OneSite to gain a hands-free, fully automated approach to speeding the continuous delivery of software, patches, and vulnerability remediations. Hundreds of today's largest global organizations choose Adaptiva to increase operational efficiency, reduce risk, and maximize patching velocity across millions of endpoints. Learn more at https://adaptiva.com/, and follow the company at LinkedIn, Facebook and Twitter. About this role We're looking for a curious, collaborative, and proactive team player to join our team. This role is perfect for someone who thrives in a cross-functional environment, takes pride in delivering high-quality, user-focused documentation, and enjoys translating complex technical information into clear, approachable content. To be successful, the candidate must utilize our products in a laboratory environment to develop subject matter expertise and subsequently leverage this knowledge to create comprehensive documentation for customer success. You'll work closely with engineering, product, and customer success teams to support users-primarily IT system administrators and security professionals-by creating documentation that's accurate, insightful, and easy to navigate. You should have a strong understanding of enterprise technical environments, be comfortable working with modern documentation platforms. Responsibilities In this role, you will: Create, edit, and manage technical content including tutorials, how-to articles, onboarding materials and troubleshooting content. Collaborate with the team to gather insights and ensure technical accuracy. Actively use our products to support the technical writing process and become a deep expert on the solutions. Proactively identify content gaps, advocate for users, and improve documentation workflows. Stay nimble and adaptable in a fast-paced environment, embracing new tools and technologies. Help shape documentation strategy with a strong emphasis on user needs and usability. What we're looking for: Technical writing experience for software products. Ability to understand complex technical topics and communicate them clearly and concisely. A natural curiosity and eagerness to explore new technologies. A solid understanding of enterprise IT and security environments. Strong collaboration and communication skills. Attention to detail and commitment to quality. Requirements We are seeking a proactive, self-starting individual with the following qualifications: 5+ years of experience in software engineering documentation and/or 5+ years of experience creating written technical content for software products. Eager to acquire knowledge of new products and develop expertise in their use. Strong technical background in addition to writing skills. Comfortable working with changing priorities and taking a hands-on approach to learning. Enthusiasm about working on-site in our Kirkland office. Desired experience: Familiarity with the needs of enterprise IT and security teams. Understanding of Windows, Linux, and MacOS endpoint management. Experience with Git, GitHub, Markdown, Microsoft Office, Adobe Acrobat. How to apply Send your resume and cover letter in PDF format to careers@adaptiva.com Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender perception or identity, national origin, age, marital status, protected veteran status, or disability status. Adaptiva does not provide visa sponsorship for this position and participates in E-Verify for work authorization. The annual base salary range for this position is between $85,000 - $95,000. Compensation offered will be determined by factors such as job-related knowledge, skills, and experience. Adaptiva does not accept unsolicited headhunter and agency resumes.",2026-02-11 16:24:56,LinkedIn,"4,000+ Technical Writer jobs in United States"
"Apple hiring Technical Writer, Applications in Seattle, WA",https://www.linkedin.com/jobs/view/technical-writer-applications-at-apple-4370779529,"Summary Imagine what you could do here! The people here at Apple don't just build products - we craft the kind of wonder that's revolutionized entire industries. It's the diversity of those people and their ideas that inspires the innovation that runs through everything we do, from amazing technology to industry-leading environmental efforts. Join Apple, and help us leave the world better than we found it. The Applications team is looking for a technical writer to work on software specifications and user interface copy for Apple Creator Studio. Description This is a truly unique technical writing role, at Apple and in the industry. You won't be writing about apps and features after they've been built. By doing a combination of spec writing and UX writing, you will help shape what we build, and play a key role in taking apps and features from the conceptual stages through development and testing. You will gather information about how apps should behave from Design, Product Management, Engineering, and other stakeholders. Then, you'll distill that information into clear, understandable specifications that allow Engineering and QA to build and test world-class apps and features. These specifications capture use cases, edge cases, and functional requirements, and they are an indispensable part of the software development process. In addition to writing specs for internal audiences, you will write user interface copy that will be read by millions of people on their Apple devices. You will be responsible for crafting clear, concise, user-friendly copy, workshopping that copy with a cross-functional team, and occasionally presenting your proposed copy to senior executives. Minimum Qualifications At least 1 year of software-related technical writing experience. Be able to understand and document complex apps available on multiple platforms, including Mac, iPad, and iPhone. Experience gathering requirements and other information from stakeholders, and translating that information into documentation. Be able to think through complex use cases, and have a knack for uncovering use cases and edge cases that others haven't thought of. Demonstrate an ability to write structured, detailed specs based on the information you've gathered and the use cases you've thought of. Excellent composition and grammar skills, and experience adapting your writing to adhere to a style guide. Meticulous note-taking and organizational skills. Each day will bring new information about a wide variety of topics that you must be able to capture and organize, to write about later. Experience presenting your work to large audiences, or openness to doing so. You will lead documentation review meetings where you present specifications and UX copy proposals to audiences of 5-50 people, including senior executives. Ability to create and follow a documentation schedule. You must be able to accurately estimate how long it will take to reach milestones, meet the deadlines you set for yourself, and communicate changes well in advance, should deadlines need to change. Understand the software development life cycle. Work with minimal direction toward predetermined goals, and be able to quickly become proficient with new tools and apps. Independently anticipate and resolve problems in a fast-paced environment. BS/BA degree required in Technical Writing, Professional Writing, English, Communication, Computer Science, Engineering, Journalism, or other related field. Love technical writing! Preferred Qualifications Experience writing use cases, requirements specifications, or user flows. Experience writing copy for user interfaces (UX writing). Experience working on or writing about subscription-based apps or services. Familiarity with concepts, use cases, and user flows specific to subscriptions. Experience documenting requirements shared across multiple apps. Experience leading documentation review meetings-facilitating discussion, encouraging participation, taking meeting notes, logging action items related to the documentation, and following up with stakeholders on their action items. 3+ years of technical writing experience with complex apps, or an advanced degree in Technical Communication. Pay & Benefits At Apple, base pay is one part of our total compensation package and is determined within a range. This provides the opportunity to progress as you grow and develop within a role. The base pay range for this role is between $112,500 and $231,700, and your base pay will depend on your skills, qualifications, experience, and location. Apple employees also have the opportunity to become an Apple shareholder through participation in Apple's discretionary employee stock programs. Apple employees are eligible for discretionary restricted stock unit awards, and can purchase Apple stock at a discount if voluntarily participating in Apple's Employee Stock Purchase Plan. You'll also receive benefits including: Comprehensive medical and dental coverage, retirement benefits, a range of discounted products and free services, and for formal education related to advancing your career at Apple, reimbursement for certain educational expenses - including tuition. Additionally, this role might be eligible for discretionary bonuses or commission payments as well as relocation. Learn more about Apple Benefits. Note: Apple benefit, compensation and employee stock programs are subject to eligibility requirements and other terms of the applicable plan or program. Apple is an equal opportunity employer that is committed to inclusion and diversity. We seek to promote equal opportunity for all applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, Veteran status, or other legally protected characteristics. Learn more about your EEO rights as an applicant. Apple accepts applications to this posting on an ongoing basis.",2026-02-11 03:49:29,LinkedIn,"4,000+ Technical Writer jobs in United States"
United Pharma Technologies Inc hiring Technical Writer in United States,https://www.linkedin.com/jobs/view/technical-writer-at-united-pharma-technologies-inc-4370467521,Posted 10:05:35 PM. Job Title: Technical Writer - Pharma (Windchill) Job SummaryWe are seeking an experienced Technical…See this and similar jobs on LinkedIn.,2026-02-11 00:00:00,LinkedIn,"4,000+ Technical Writer jobs in United States"
"Advanced Solutions International, Inc. hiring Technical Writer in Austin, TX",https://www.linkedin.com/jobs/view/technical-writer-at-advanced-solutions-international-inc-4363025156,"Technical Writer II (Remote) About us Advanced Solutions International is a global software company focused on helping not-for-profits and membership organizations grow revenue, reduce expenses, improve performance, engage and serve members and donors through innovative software solutions. Our portfolio of solutions includes the iMIS Engagement Management System, TopClass LMS, OpenWater application and review software, and the Clowder mobile app. About our position We are looking for a skilled technical writer II who will design and develop user assistance documentation to improve the user experience for internal and external customers. In this role, you will work closely with Agile Development teams to help complete sprint goals. What you'll be doing Participating as an active team member on the Documentation scrum team to help create and manage documentation team projects each quarter. Collaborating with engineers, testers, designers, and product managers to prepare documentation for each major release. Translating complex technical concepts into clear and accessible documentation that is easy for end-users to understand. Researching and writing documentation content that is technically accurate, instructionally effective, and meets departmental writing styles and standards. Updating and reworking existing documentation as needed and creating release documentation for major and minor product releases. Researching and developing an understanding of the marketing requirements for the features being documented, including target audience and competitive documentation issues. Performing other job-related duties and responsibilities that may be assigned. What we want you to have Bachelor's degree in technical writing, English, communications, journalism, or a related field, or equivalent experience. 4+ years of experience preparing documentation and helping improve the user experience, preferably in a software-driven environment. Excellent organizational skills and the ability to manage multiple projects simultaneously while meeting deadlines. Excellent communication skills, with the ability to collaborate effectively with cross-functional teams. Demonstrated proficiency utilizing electronic publishing software and PC application software documentation, preferably MadCap Flare. In-depth working knowledge of electronic publishing, writing styles, and various software and publishing tools. Demonstrated success researching and organizing written documentation. What we offer At ASI, we've forged an employee-first culture, fostering a dynamic and cohesive environment where collaboration thrives, and continuous improvement is our focus. Over the past 30 years, we've established a solid foundation for long-term success by empowering our team to challenge the status quo and driving positive change by encouraging new ideas, fresh perspectives, and positive attitudes. Compensation Compensation for this position is determined based on a variety of factors, including, but not limited to, an individual's skills, experience, training, certifications, education, geographic location, business needs, and internal equity. For candidates located in Alexandria, VA or Austin, TX, the current estimated compensation range for this role is $65,000-$75,000. Compensation may vary for candidates in other locations within the United States. Benefits In addition to a competitive base salary and bonuses for eligible positions, we offer a competitive and comprehensive benefits package, which includes: Generous Paid Time Off Medical, Dental, and Vision Insurance Life and AD&D Insurance Flexible Spending Account Healthcare Savings Account Wellness Benefits 401k Retirement Plan with Discretionary Match Opportunities for Professional Growth and Development Volunteer Time Off Study Leave Employee Assistance Program Hybrid Remote Work Join our team and positively impact thousands of ASI customers around the world! www.advsol.com/careers ASI provides equal opportunities to all employees and qualified applicants for employment without regard to race, religion, color, age, sex, national origin, sexual orientation, gender perception or identity, marital status, disability, veteran status, or any other legally protected category. Applicants requiring accommodation in the application and/or interview process should notify the ASI Human Resources Department at hrdept@advsol.com. If you or someone you know may be interested in this position, please have them apply here.",2026-02-10 15:10:53,LinkedIn,"4,000+ Technical Writer jobs in United States"
"Databricks hiring Staff Technical Writer, Platform in Seattle, WA",https://www.linkedin.com/jobs/view/staff-technical-writer-platform-at-databricks-4297741876,"RDQ426R241 At Databricks, we are passionate about enabling data teams to solve the world's toughest problems - from making the next mode of transportation a reality to accelerating the development of medical breakthroughs. We do this by building and running the world's best data and AI infrastructure platform so our customers can use deep data insights to improve their business. More About The Team Join Databricks in a period of tremendous growth and innovation. Technical writers here play a critical role in our customer success. You will apply your considerable writing, data, and other technical skills to create compelling content that shows data scientists, data engineers, and data analysts how to use Databricks. The Role To succeed in this role, you will have experience with data products and the ability to learn new technologies quickly. You are passionate about instructional writing, with a focus on clarity. You take an information architect's approach to organizing material. The work is fast-paced, but you maintain your attention to detail and advocacy for the customer. If you're excited to work with some of the industry's brightest innovators in data and AI, we want to talk to you. The Impact You Will Have Collaborate closely with engineers and product managers to develop effective, customer-focused documentation. Collaborate closely with customer-facing technical staff (support engineers, solutions architects, developer relations) on best practices, onboarding material, and other scenario-based guidance. Guide the development of an information architecture that organizes content around customer use cases. Use data to develop insights that drive planning, prioritization, and improvements. What We Look For 6+ years of documenting sophisticated technologies for developers and software engineers, or similar work experience. Ability to work in person in either our Bay Area or Seattle area offices. Enthusiastic about the investigative side of technical writing: skilled at tracking down elusive details and transforming them into clear, useful information for the customer. Strong collaboration and communication skills. Expertise in technical writing tools and style: maintaining a consistent voice, a clear and engaging tone, and a solid grasp of grammar and usage rules. Experience working with data products, cloud computing, and SQL. Demonstrated understanding of information architecture concepts and how to apply them to a constantly changing website. Proven project management skills. Proficiency in Markdown-style formats with Git and GitHub. Experience using data and customer feedback to drive decision-making. Pay Range Transparency Databricks is committed to fair and equitable compensation practices. The pay range(s) for this role is listed below and represents the expected salary range for non-commissionable roles or on-target earnings for commissionable roles. Actual compensation packages are based on several factors that are unique to each candidate, including but not limited to job-related skills, depth of experience, relevant certifications and training, and specific work location. Based on the factors above, Databricks anticipates utilizing the full width of the range. The total compensation package for this position may also include eligibility for annual performance bonus, equity, and the benefits listed above. For more information regarding which range your location is in visit our page here. Zone 2 Pay Range $138,100-$189,850 USD About Databricks Databricks is the data and AI company. More than 10,000 organizations worldwide - including Comcast, Condé Nast, Grammarly, and over 50% of the Fortune 500 - rely on the Databricks Data Intelligence Platform to unify and democratize data, analytics and AI. Databricks is headquartered in San Francisco, with offices around the globe and was founded by the original creators of Lakehouse, Apache Spark™, Delta Lake and MLflow. To learn more, follow Databricks on Twitter, LinkedIn and Facebook. Benefits At Databricks, we strive to provide comprehensive benefits and perks that meet the needs of all of our employees. For specific details on the benefits offered in your region, please visit https://www.mybenefitsnow.com/databricks. Our Commitment to Diversity and Inclusion At Databricks, we are committed to fostering a diverse and inclusive culture where everyone can excel. We take great care to ensure that our hiring practices are inclusive and meet equal employment opportunity standards. Individuals looking for employment at Databricks are considered without regard to age, color, disability, ethnicity, family or marital status, gender identity or expression, language, national origin, physical and mental ability, political affiliation, race, religion, sexual orientation, socio-economic status, veteran status, and other protected characteristics. Compliance If access to export-controlled technology or source code is required for performance of job duties, it is within Employer's discretion whether to apply for a U.S. government license for such positions, and Employer may decline to proceed with an applicant on this basis alone.",2026-02-09 09:59:50,LinkedIn,87 Technical Writer jobs in Seattle
Haystack hiring Technical Writer in United States,https://www.linkedin.com/jobs/view/technical-writer-at-haystack-4372532669,"Posted 3:12:13 PM. Technical Writer | USA, Remote We're working with Mantech on this exciting opportunity. Are you a…See this and similar jobs on LinkedIn.",2026-02-09 00:00:00,LinkedIn,357 Technical Writer jobs in United States
Nortek Data Center Cooling hiring Technical Writer in United States,https://www.linkedin.com/jobs/view/technical-writer-at-nortek-data-center-cooling-4358617657,Posted 3:54:21 PM. Maximize your potential. Minimize your footprint.Nortek Data Center Cooling is a Madison Industries…See this and similar jobs on LinkedIn.,2026-02-09 00:00:00,LinkedIn,"4,000+ Technical Writer jobs in United States"
AllSTEM Connections hiring Technical Writer- Scientific  in United States,https://www.linkedin.com/jobs/view/technical-writer-scientific-at-allstem-connections-4372014333,Posted 6:36:11 PM. Job Title: Technical Writer- Scientific- (Remote/Hybrid)Duration: 12+ MonthsLocation: West Point PA…See this and similar jobs on LinkedIn.,2026-02-09 00:00:00,LinkedIn,"4,000+ Technical Writer jobs in United States"
som3 Recruitment hiring Technical Writer in United States,https://www.linkedin.com/jobs/view/technical-writer-at-som3-recruitment-4371446674,Posted 3:49:34 PM. Technical Writer SaaS / Networking technologiesZendesk $120k fully remote (must be based in the USA…See this and similar jobs on LinkedIn.,2026-02-09 00:00:00,LinkedIn,"4,000+ Technical Writer jobs in United States"
Ping Identity hiring Technical Writer III in United States,https://www.linkedin.com/jobs/view/technical-writer-iii-at-ping-identity-4363821336,"Posted 8:24:57 PM. About Ping Identity:At Ping Identity, we believe in making digital experiences both secure and…See this and similar jobs on LinkedIn.",2026-02-09 00:00:00,LinkedIn,"4,000+ Technical Writer jobs in United States"
"Databricks hiring Sr. Technical Writer, AI & Machine Learning in Seattle, WA",https://www.linkedin.com/jobs/view/sr-technical-writer-ai-machine-learning-at-databricks-4297758009,"RDQ426R13 At Databricks, we are passionate about enabling data teams to solve the world's toughest problems, from making the next mode of transportation a reality to accelerating the development of medical breakthroughs. We do this by building and running the world's best data and AI infrastructure platform so our customers can use deep data insights to improve their business. In this role, you will create customer-focused technical documentation for our AI and machine learning platform at docs.databricks.com. Working on the cutting edge of new tools for AI development, you'll use your background in AI/ML, data science, or data engineering to create compelling content that shows AI developers, machine learning practitioners, and data engineers how to use Databricks. You are passionate about instructional writing, with a focus on clarity, straightforward storytelling, and an information architect's approach to organizing material. The work comes fast and furious, but you'll never let up on your attention to detail or your advocacy for the customer. If this sounds exciting, we want to hear from you! The Impact You Will Have Collaborate with engineers and product managers to develop effective, customer-focused documentation. Collaborate with customer-facing technical staff (support engineers, solutions architects, developer relations) on best practices, onboarding material, and other scenario-based guidance. Guide the development of an information architecture that organizes content around customer use cases. Help us continually improve our authoring and production tools and processes by using AI models and tools, such as Claude Code. Edit content contributed by engineering and the field for technical accuracy, grammar, usage, adherence to style, and fit in the information architecture. Create clear diagrams and visual aids that help customers understand complex architectures and workflows. Utilize data to derive insights that inform planning, prioritization, and informed improvements. Stay current with rapidly evolving AI/ML technologies and translate new capabilities into clear documentation, often working closely with engineering on features still in development. What We Look For 4+ years of documenting sophisticated technologies for developers and software engineers, or equivalent technical depth from related roles (for example, as a software developer, product manager, or solutions architect). Ability to work in person in either our Bay Area or Seattle area offices. Enthusiastic about the investigative side of technical writing: skilled at tracking down elusive details and transforming them into clear, useful information for the customer. Expertise in technical writing craft: maintaining a consistent voice, clear and engaging tone, and a solid grasp of grammar and usage. Experience with ML and generative AI concepts: model training, inference, MLOps workflows, prompt engineering, RAG architectures, or AI agents. Experience with data products and cloud computing. Strong information architecture instincts and the ability to apply them to a constantly evolving doc set. Proficiency in Markdown-style formats with Git and GitHub. Strong cross-functional collaboration, communication, and project management skills. Nice to have Working knowledge of Python for data science. Familiarity with Python and ML frameworks such as PyTorch, TensorFlow, HuggingFace, or MLflow. Background in journalism, technical communication, or content strategy, with skills in research and interviewing SMEs. Experience creating instructional videos and visual media. Pay Range Transparency Databricks is committed to fair and equitable compensation practices. The pay range(s) for this role is listed below and represents the expected salary range for non-commissionable roles or on-target earnings for commissionable roles. Actual compensation packages are based on several factors that are unique to each candidate, including but not limited to job-related skills, depth of experience, relevant certifications and training, and specific work location. Based on the factors above, Databricks anticipates utilizing the full width of the range. The total compensation package for this position may also include eligibility for annual performance bonus, equity, and the benefits listed above. For more information regarding which range your location is in visit our page here. Zone 2 Pay Range $118,200-$162,600 USD About Databricks Databricks is the data and AI company. More than 10,000 organizations worldwide - including Comcast, Condé Nast, Grammarly, and over 50% of the Fortune 500 - rely on the Databricks Data Intelligence Platform to unify and democratize data, analytics and AI. Databricks is headquartered in San Francisco, with offices around the globe and was founded by the original creators of Lakehouse, Apache Spark™, Delta Lake and MLflow. To learn more, follow Databricks on Twitter, LinkedIn and Facebook. Benefits At Databricks, we strive to provide comprehensive benefits and perks that meet the needs of all of our employees. For specific details on the benefits offered in your region, please visit https://www.mybenefitsnow.com/databricks. Our Commitment to Diversity and Inclusion At Databricks, we are committed to fostering a diverse and inclusive culture where everyone can excel. We take great care to ensure that our hiring practices are inclusive and meet equal employment opportunity standards. Individuals looking for employment at Databricks are considered without regard to age, color, disability, ethnicity, family or marital status, gender identity or expression, language, national origin, physical and mental ability, political affiliation, race, religion, sexual orientation, socio-economic status, veteran status, and other protected characteristics. Compliance If access to export-controlled technology or source code is required for performance of job duties, it is within Employer's discretion whether to apply for a U.S. government license for such positions, and Employer may decline to proceed with an applicant on this basis alone.",2026-02-08 09:59:53,LinkedIn,87 Technical Writer jobs in Seattle
